title,subtitle,searchterms,popularity,recommended,genre,composer,epoch,composer_popularity,composer_recommended
"Trio Sonata no. 3 in D minor, Z.792",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 4 in F major, Z.793",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 5 in A minor, Z.794",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 6 in C major, Z.795",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 7 in E minor, Z.796",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 8 in G major, Z.797",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 9 in C minor, Z.798",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 9 in F, Z.810, ""The Golden Sonata""",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonta no. 12 in D major, Z.801",,,0,0,Chamber,Henry Purcell,Baroque,0,1
Trumpet Minuet in D ,,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Trumpet Sonata in D major, Z. 850",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trumpet Sonata in D major, Z.850",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trumpet Tune and Air, for keyboard",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Trumpet Tune in C, Z.678, ""Cibell""",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
Trumpet Tune in D,,,0,0,Keyboard,Henry Purcell,Baroque,0,1
Trumpet Voluntary in D ,,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Tyrannic Love, or the Royal Martyr, Z.613",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Urge Me No More, Z.426",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Verse in F major, Z.716",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Verse in the Phrygian mode, Z.126",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Voluntary for Double Organ, Z.719",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Voluntary in C major, Z.717",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Voluntary in D minor, Z.718",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Voluntary in G major, Z.720",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Voluntary on the 100th Psalm in A major, Z.721",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"We sing to Him whose wisdom form'd the ear, sacred song for soprano, chorus of soprano and basso continuo, Z.199",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Welcome to all the Pleasures, Z.339",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"What Can We Poor Females Do? for soprano and continuo, Z.429",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"When First Amintas Sued for a Kiss, Z.430",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"When her languishing eyes said 'love', song, Z.432",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"When my Aemelia smiles, Z.434",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Who can behold Florella's charms?, Z.441",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Who hath believed our report?, anthem for alto, 2 tenors, bass, chorus and organ, Z.64",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Why, My Daphne, Why Complaining? for 2 voices and continuo, Z.525",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"With Sick and Famish'd Eyes, sacred song for soprano and continuo, Z.200",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Young Thyrsis' fate, ye hills and groves, deplore, song for soprano, bass and continuo, Z.473",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"12 Songs, op. 14",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"12 Songs, op. 21",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"13 Preludes, op. 32",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"14 Songs, op. 34",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"15 Songs, op. 26",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"2 Pieces for Cello and Piano, op. 2",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"2 Pieces for Piano 6-Hands, TN ii/22",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"2 Pieces for Violin and Piano, op. 6",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"2 Pieces, TN ii/17",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"3 Nocturnes, TN ii/13",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"3 Pieces, TN ii/19",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"3 Russian Songs, for chorus and orchestra, op. 41",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
4 Piano Pieces,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"4 Pieces, TN ii/12",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"5 Études-tableaux, ",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"6 Choruses for Female or Children's Chorus and Piano, op. 15",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"6 Duets for Piano 4-Hands, op. 11",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"6 Moments musicaux, op. 16",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"6 Songs, op. 38",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"6 Songs, op. 4",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"6 Songs, op. 8",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Again you leapt, my heart, TN ii/51",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Aleko  TN ii/70,Opera,,0,0,Stage,Sergei Rachmaninoff,Late Romantic,0,1
All glory to God,Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"All things wish to sing, TN ii/58/2",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"At the gate of the Holy Abode, TN ii/50/1",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Bach: Prelude, Gavotte, and Gigue from Partita in E for Solo Violin, TN iii/1",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Behr: Lachtaubchen, op. 303, ""Polka de WR""",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Bizet: Minuet from L'Arlesienne-Suite no. 1, TN iii/3",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Blagoslovi dushe moya Gospoda, for chorus",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Bogoroditse devo, radouisya, for chorus",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
By The Gates Of The Holy Dwelling ,,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"C'était en avril, TN ii/52/1",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Canon in D minor, TN ii/14",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Canon in E minor,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Capriccio on Gypsy Themes, op. 12",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Cello Sonata in G minor, op. 19",,,0,1,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Chopin: Variations on a Theme by Chopin, op. 22",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Dnes spasenie, for chorus",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Do you remember the evening?, TN ii/53/3",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Don Juan, for chorus and piano, TN ii/62",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Elegy, for violin, cello, and piano",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
Etude-tableaux Op.33,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Etudes-tableaux, op. 39",,,0,1,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Four Pieces ,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Francesca da Rimini Op.25,Opera,,0,0,Stage,Sergei Rachmaninoff,Late Romantic,0,1
"From the Gospel of St John, TN ii/57",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Fughetta in F,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Fugue in D minor,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Hail, O Virgin, Birth-Giver of God",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"I shall tell you nothing, TN ii/50/2",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
It's so wonderful here ,,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Kreisler: Liebesfreud,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Kreisler: Liebesleid,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Lento  in D minor, TN ii/11",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Letter to K. S. Stanislavsky, TN ii/56",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Lied  in F minor, for cello and piano",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Liszt: Cadenza on Hungarian Rhapsody no. 2, TN iii/6",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Melodie on a Theme by S. Rachmaninov, for cello  and piano in D major, TN ii/33",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Melody, Paraphrase from Op.21, no. 7 and Op.26, no. 8,, ""How peaceful;' 'I beg for mercy""",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Monna Vanna, opera, TN ii/71 ",,,0,0,Stage,Sergei Rachmaninoff,Late Romantic,0,1
"Morceau de Fantaisie in G minor, ""Delmo""",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Morceaux de fantaisie, op. 3 ",,,0,1,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Morceaux de salon, op. 10",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Mussorgsky: Hopak from opera 'Sorochintsy Fair', TN iii/8",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Neither the Tomb, nor Death",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Night, TN ii/55",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Nyne otpushchayeshi ,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"O Mother of God, Vigilantly Praying",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"O, Thou Billowy Harvest Field",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Paganini: Variation no. 18 Andante cantabile,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Panteley the Healer, for chorus, TN ii/63",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Concerto no. 1 in F sharp minor, op. 1",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Concerto no. 2 in C minor, op. 18",,,1,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Concerto no. 3 in D minor, op. 30",,,0,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Concerto no. 4 in G minor, op. 40",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
Piano Piece in A flat major,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Piano Piece in D minor,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Sonata no. 1 in D minor, op. 28",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Piano Sonata no. 2 in B flat minor, op. 36",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Polka in A flat major, TN ii/18",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Polka italienne, for piano 4-Hands in E flat minor/E flat major, TN ii/21",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
Powder and Paint ,,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Prayer, TN ii/58/1",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Prélude in F major, TN ii/15",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Prince Rostislav, TN ii/44",Symphonic poem,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Rhapsody on a Theme by Paganini, op. 43",,,1,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
Romance in E flat major,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Romance in G for Piano 4-Hands, TN ii/20",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Russian Rhapsody, for 2 pianos in E minor, TN ii/23",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Scherzo in D minor, TN ii/40",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Schubert: Wohin? from Die Schöne Müllerin, TN iii/10",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Slavoslovie velikoe, for chorus",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Smith: The Star-Spangled Banner, TN iii/11",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Song of the Disillusioned, TN ii/53/1",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Song without words in D minor,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
String Quartet ,,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
String Quartet no. 1 in G minor ,,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
Suite for in D minor,,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Suite no. 1  for 2 pianos in G minor, op. 5, ""Fantaisie-tableaux""",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Suite no. 2 for 2 Pianos, op. 17",,,0,1,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Symphonic Dances, op. 45",,,0,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Symphony in D minor, ""Youth""",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Symphony no. 2 in E minor, op. 27",,,0,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Symphony no. 3 in A minor, op. 44",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Tchaikovsky: Lullaby, op. 16, no. 1",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"The Bells, choral symphony for soprano, tenor, baritone, chorus, and orchestra, op. 35",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"The flower has faded, TN ii/53/2",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"The Isle of the Dead, op. 29 ",Symphonic poem,,0,1,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"The Liturgy of St. John Chrysostom, op. 31",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
The Miserly Knight Op.24,Opera,,0,0,Stage,Sergei Rachmaninoff,Late Romantic,0,1
"The Spring, cantata for baritone, chorus and orchestra, op. 20",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Three Nocturnes,,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Trio élégiaque, for piano and strings in D minor, op. 9",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Trio élégiaque, for piano and strings in G minor, TN ii/34",,,0,0,Chamber,Sergei Rachmaninoff,Late Romantic,0,1
"Twilight has fallen, TN ii/52/2",Song,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Utyos, op. 7",,,0,0,Orchestral,Sergei Rachmaninoff,Late Romantic,0,1
"Uvyal tsvetok, for voice and piano",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Variations on a Theme by Corelli, op. 42",,,0,0,Keyboard,Sergei Rachmaninoff,Late Romantic,0,1
"Vespers, for alto, tenor, and chorus, op. 37",,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
We Praise Thee ,,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
Were You Hiccoughing? TN ii/54,,,0,0,Vocal,Sergei Rachmaninoff,Late Romantic,0,1
"Acante et Céphise, ou La sympathie ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Ah ! Loin de rire, canon for soprano, alto, tenor, and bass",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"Air très gay, for two harpsichords, ",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Anacréon ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Aquilon et Orithie, cantata for bass, violin and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Castor et Pollux ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Chaconne, for two harpsichords, ",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Daphnis et Églé ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Dardanus ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Dardanus ,,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
Gavotte et six doubles,,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Gavotte variée,,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Hippolyte et Aricie ,,,0,1,Stage,Jean-Philippe Rameau,Baroque,0,1
"In convertendo, grand motet for soloists, chorus, 2 flutes, 2 horns, violin, viola and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"L' Impatience, cantata for countertenor, viol and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
La Dauphine in G minor,,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
"La guirlande, ou Les fleurs enchantées ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"La naissance d’Osiris, ou La fête Pamilie ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
La Nuit ,,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Laboravi Clamans,,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"Le Berger fidèle, for voice, chorus and orchestra",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Le Temple de la Gloire ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Le Temple de la Gloire ,,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
"Les Amants trahis, cantata for 2 soloists, viol and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Les Boréades ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Les fêtes d’Hébé, ou Les talents lyriques ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Les fêtes de l’Hymen et de l’Amour, ou Les dieux d’Egypte ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Les fêtes de Polymnie ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Les fêtes de Ramire ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Les Gentils Airs, ou Airs Connus, ajustée en duo, pour bassoon seul accompagné d’un clavecin",,,0,0,Chamber,Jean-Philippe Rameau,Baroque,0,1
Les Indes galantes ,,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
Les Indes galantes ,,,0,1,Stage,Jean-Philippe Rameau,Baroque,0,1
"Les Indes galantes, suite from the opéra-ballet for harpsichord",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Les Paladins ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Les surprises de l’Amour ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Menuet en rondeau in C major, for 2 harpsichords",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
"Musette, for two harpsichords, ",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Naïs ,,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
Naïs ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Nouvelles suites de pièces de clavecin,,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
"Orphée, cantata for soprano, violin, viol and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Pièces de clavecin,,,0,1,Keyboard,Jean-Philippe Rameau,Baroque,0,1
"Pièces de clavecin en concerts, for harpsichord, violin, and viola da gamba",,,0,0,Chamber,Jean-Philippe Rameau,Baroque,0,1
"Pieces de clavecin, avec une methode sur la macanique des doigts",,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
"Platée, ou Junon jalouse ",,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
"Platée, ou Junon jalouse ",,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Premier livre de pièces de clavecin,,,0,0,Keyboard,Jean-Philippe Rameau,Baroque,0,1
Pygmalion,Suite from the ballet,,0,0,Orchestral,Jean-Philippe Rameau,Baroque,0,1
Pygmalion ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"Quam dilecta, grand motet for soloists, chorus, 2 flutes, 2 violins, viola and continuo ",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"Réveillez-vous dormeur, canon for five equal voices",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"Rigaudon, for oboe and piano",,,0,0,Chamber,Jean-Philippe Rameau,Baroque,0,1
"Rossignols amoureaux, arietta for soprano, flute, violin and harpsichord",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
"Thétis, cantata for bass, violin and continuo",,,0,0,Vocal,Jean-Philippe Rameau,Baroque,0,1
Zaïs ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
Zoroastre ,,,0,0,Stage,Jean-Philippe Rameau,Baroque,0,1
"3 Sonnets of Shakespeare, song cycle for high or medium voice and piano",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"4 Romances from the opera Rasputin, for male chorus",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"4 Serenades, for male chorus",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"4 Songs from the Opera Aleksis Kivi, for voice and piano",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"5 Sonnets to Orpheus, for medium voice and orchestra",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"6 Etudes, op. 42",,,0,0,Keyboard,Einojuhani Rautavaara,Post-War,0,
"7 Preludes for Piano, op. 7",,,0,0,Keyboard,Einojuhani Rautavaara,Post-War,0,
"A Finnish Myth, for string orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"A Requiem in our Time, for brass, op. 3",,,0,0,Chamber,Einojuhani Rautavaara,Post-War,0,
"A Soldier's Mass, for wind ensemble, op. 40",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"A Tapestry of Life, for orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Adagio celeste, for strings",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Aleksis Kivi ,Opera,,0,0,Stage,Einojuhani Rautavaara,Post-War,0,
"Anadyomene, ""Adoration of Aphrodite""",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Angels and Visitations,,,0,1,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Annunciations, concerto for organ, brass and symphonic winds",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
April Lines,,,0,0,Chamber,Einojuhani Rautavaara,Post-War,0,
"Auringon talo, tragedia buffa, chamber ",Opera,,0,0,Stage,Einojuhani Rautavaara,Post-War,0,
Autumn Gardens ,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Ave Maria gratia plena, for chorus",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"Ave Maria, for male chorus, op. 10, no. 1",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
Ballad for Harp and Strings,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Before the Icons, for orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Book of Visions,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Canción de nuestro tiempo ,,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"Canticum Mariae Virginis, for chorus",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"Canto 1, for string orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Canto 2, for string orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Canto 3, for string orchestra, ""A Portrait of the Artist at a Certain Moment""",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Canto 4, for string orchestra",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Cantus Arcticus for orchestra and taped bird songs, op. 61",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Cantus Arcticus, for orchestra and taped bird songs, op. 61",,,1,1,Orchestral,Einojuhani Rautavaara,Post-War,0,
Cello Concerto,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
"Cello Concerto no. 2, ""Towards the Horizon""",,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Clarinet Concerto,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Credo,,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
Die erste Elegie ,,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"Die erste Elegie, for chorus",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
"Die Liebenden, song cycle for high voice and chamber orchestra",,,0,0,Vocal,Einojuhani Rautavaara,Post-War,0,
Divertimento for String Orchestra,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
Divertimento for string orchestra,,,0,0,Orchestral,Einojuhani Rautavaara,Post-War,0,
