title,subtitle,searchterms,popularity,recommended,genre,composer,epoch,composer_popularity,composer_recommended
Edgar,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
"Foglio d'album, for piano",,,0,0,Keyboard,Giacomo Puccini,Late Romantic,1,1
Gianni Schicchi,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
Il tabarro ,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
Inno a Diana,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
Inno di Roma,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
La bohème,Opera,,1,1,Stage,Giacomo Puccini,Late Romantic,1,1
La fanciulla del West ,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
La Rondine ,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
Le villi,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
Madama Butterfly,Opera,,1,1,Stage,Giacomo Puccini,Late Romantic,1,1
Manon Lescaut,Opera,,0,1,Stage,Giacomo Puccini,Late Romantic,1,1
Mentì all'avviso,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
"Messa di Gloria, for tenor, baritone, bass, chorus, and orchestra in A flat major",,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
Morire?,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
"Motet et Credo, for baritone, chorus, and orchestra, ""Per San Paolino""",,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
Nessun Dorma,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
O soave fanciulla,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
"Pezzo, per pianoforte",,,0,0,Keyboard,Giacomo Puccini,Late Romantic,1,1
"Piccolo tango, for piano",,,0,0,Keyboard,Giacomo Puccini,Late Romantic,1,1
"Piccolo valzer, for piano",,,0,0,Keyboard,Giacomo Puccini,Late Romantic,1,1
Preludio sinfonico in A,,,0,0,Orchestral,Giacomo Puccini,Late Romantic,1,1
"Requiem, for chorus and chamber ensemble",,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
"Salve del ciel regina, for soprano and organ",,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
Scherzo for String Quartet in A minor,,,0,0,Chamber,Giacomo Puccini,Late Romantic,1,1
Sole e amore ,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
Storiella d'amore,,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
String Quartet in D,,,0,0,Chamber,Giacomo Puccini,Late Romantic,1,1
Suor Angelica,Opera,,0,0,Stage,Giacomo Puccini,Late Romantic,1,1
Tosca,Opera,,1,1,Stage,Giacomo Puccini,Late Romantic,1,1
Turandot,Opera,,0,1,Stage,Giacomo Puccini,Late Romantic,1,1
"Vexilla regis, for tenor, bass, and organ",,,0,0,Vocal,Giacomo Puccini,Late Romantic,1,1
"15 Fantasias for viols, D.732-747",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"8 Suites, Z.660-669",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"A Fool's Preferment, or, The Three Dukes of Dunstable, Z.571",,,0,0,Stage,Henry Purcell,Baroque,0,1
"A New Ground in E minor, Z.682",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"A New Ground, for harpsichord, Z.T682",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"A New Irish Tune  in G major, Z.646, ""Lilliburlero""",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"A New Minuet in D minor, Z.689",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"A New Scotch Tune in G major, Z.655",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"A Prince, for voice and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"A thousand sev'ral ways I tried, Z.359",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Abdelazer, or The Moor's Revenge, Z.570",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Ah! cruel nymph! you give despair for soprano and continuo, Z.352",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Ah! how pleasant 'tis to love, for soprano and continuo, Z.353",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Air in G major, Z.641",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Amidst the Shades and Cool Refreshing Streams, Z.355",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Amidst the Shades, for voice and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Amphitryon, or the 2 Sosias, Z.572",,,0,0,Stage,Henry Purcell,Baroque,0,1
"An Evening Hymn, Z.193",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"As Amoret and Thirsis lay, song, Z. 607/11",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"As Roger Last Night to Jenny Lay Close, catch for 3 voices, Z.242",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Aureng-Zebe, or the Great Mogul, Z.573",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Be Welcome, then, Great Sir, for 2 voices and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Beati omnes, for soprano, bass, chorus and continuo, Z.131 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Behold now, praise the Lord, anthem for alto, tenor, bass, chorus, 2 violins, viola and continuo, Z.3",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Blessed is he whose unrighteousness is forgiven, anthem, for 2 sopranos, alto, 2 tenors, bass, chorus and continuo, Z.8",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Blessed is the Man that Feareth the Lord, for 3 voices and continuo, Z.9",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Blow up the trumpet in Sion, for soloists, chorus and continuo, Z.10 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Bonduca, or The British Heroine, Z.574",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Burial Service, Z.27",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Cease, anxious World, for voice and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Celebrate this Festival, Z.321",,,0,0,Vocal,Henry Purcell,Baroque,0,1
Chaconne in F for Recorder,,,0,0,Chamber,Henry Purcell,Baroque,0,1
Chaconne in F for Recorder and Organ,,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Chaconne in G minor for 4 Strings, Z.730",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Chaconne in G minor, Z.680",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Chacony in G minor, for chamber ensemble, Z.730",,,0,0,Chamber,Henry Purcell,Baroque,0,1
Christ is Made the Sure Foundation ,,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Circe, Z.575",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Cleomenes, the Spartan Hero, Z.576",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Come Ye Sons of Art Away, Z.323",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Come, Let Us Drink, catch for 3 voices and continuo, Z.245",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Corinna is divinely fair, song, Z.365",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Cupid, the Slyest Rogue Alive, Z.367",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Dido and Aeneas, Z.626",Opera,,0,1,Stage,Henry Purcell,Baroque,0,1
"Distressed Innocence, or, the Princess of Persia, Z.577",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Don Quixote, Z.578",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Down, Down with Bacchus, catch for 3 voices, Z.247",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Epsom Wells, Z.579",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Fantasia a4 in A minor, Z.744",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Fantasia in D upon a Ground for 3 Violins and Continuo, Z.731",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Fly Bold Rebellion, for soloists, double chorus, strings and continuo, Z.324",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Fly Swift, Ye Hours, Z.369",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"From rosie bow'rs, song, Z.578/9",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"From Silent Shades and the Elysian Groves, Z.370, ""Bess of Bedlam""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
Fye Nay Prithee John,,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Ground in C minor, Z.681",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Ground in Gamut in G major, Z.645",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Hail Gracious Glorianna, Hail!, for 2 voices and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hail, Bright Cecilia, Z.328",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hail, bright Cecilia, Z.328",,,0,1,Vocal,Henry Purcell,Baroque,0,1
"Hark, how the wild musicians sing, Z.542",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hear me, O Lord, the great support, sacred song for alto, tenor, chorus and continuo, Z.133",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hear my prayer, O God, for alto, tenor, bass, chorus and organ, Z.14 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hear my prayer, O Lord, for chorus, violins and continuo, Z.15 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Hears not my Phyllis, Z.371",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Henry II, King of England, Z.580",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Here let my life, for 2 voices and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Here, the deities approve, for chamber ensemble",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Hornpipe in B flat major, Z.683",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Hornpipe in D minor, Z.684, ""Round O' from 'Abdelazar""",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Hornpipe in E minor, Z.685",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Hosanna to the Highest, for bass, chorus, and continuo, Z.187",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"How happy's the husband, song, Z. 582/1",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"How Long, Great God?, for soprano and continuo, Z.189",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"How Pleasant is this Flowery Plain, for soprano, tenor, 2 recorders, and continuo, Z.543",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I Gave Her Cakes and I Gave Her Ale, catch for 3 voices, Z.256",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I lov'd fair Celia, Z.381",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I Love and I Must, Z.382",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I resolve against cringing, Z.386",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I take no pleasure in the sun's bright beams, Z.388",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I Was Glad When They Said Unto Me, for alto, tenor, bass, chorus, string and organ, Z.19 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I Will Give Thanks Unto Thee, O Lord, Z.20",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I will love Thee, O Lord, anthem for bass, chorus and organ, Z.67",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"I will sing unto the Lord, for soloists, chorus and organ, Z.22 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"If Ever I More Riches Did Desire, for 2 sopranos, tenor, bass, 2 violins, and continuo, Z.544",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"If Music Be the Food of Love, Z.379",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"In Guilty Night, Z.134",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"In Nomine of seven parts, for chamber ensemble",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"In Nomine of six parts, for chamber ensemble",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"In the midst of life, for soloists, chorus and organ, Z.17a ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"In vain we dissemble, Z.385",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Incassum, Lesbia, incassum rogas, Z.383",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Jehova, quam multi sunt, sacred song for tenor, bass, chorus and continuo, Z.135",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Jig in G minor, Z.686",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"King Arthur or the British Worthy, Z.628 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Let mine eyes run down with tears, for soloists, chorus and organ, Z.24 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Let the Night Perish, sacred song for soprano, chorus and continuo, Z.191",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Lord, how long wilt Thou be angry, for alto, tenor, bass, chorus and organ, Z.25 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Lord, What is Man? for soprano and continuo, Z.192",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Lost is My Quiet Forever, for 2 voices and continuo, Z.502",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Love Triumphant, or Nature Will Prevail, Z.582",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Love's Goddess Sure Was Blind, Z.331",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Lovely Albina's Come Ashore, Z.394",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Mad Bess of Bedlam, ""From silent shades""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Man that is born of a woman, for soprano, alto, tenor, chorus and organ, Z.27 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"March and Canzona for the Funeral of Queen Mary, for 4 trumpets, Z.860",,,0,1,Chamber,Henry Purcell,Baroque,0,1
"March in C major, Z.647",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"March in C major, Z.648",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Me O Ye Gods, for 2 voices and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Minuet  in D minor, Z.688",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Minuet in A minor, Z.649",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Minuet in A minor, Z.650",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
Miscellaneous pieces from Oxford manuscripts,,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Miserere Mei, Z.109",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Morning Service in D major, for soloists, chorus and orchestra, Z.230",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Music for a While, song, Z. 583/2",,,0,0,Vocal,Henry Purcell,Baroque,0,1
Musick's Handmaid,,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"My beloved spake, for alto, tenor, 2 basses, chorus, strings and continuo, Z.28 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"My Beloved Spake, Z.28",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"My heart is inditing, anthem for 2 sopranos, altos, tenors, basses, double chorus, strings and continuo, Z.30",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"My heart, whenever you appear, Z.399",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"My Lady's Coachman, John, catch for 3 voices, Z.260",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Not All My Torments Can Your Pity Move, Z.400",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Now Does the Glorious Day Appear, for soloists, chorus, violins and continuo, Z.332",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Now That the Sun Hath Veiled His Light, Z.193, ""An Evening Hymn on a Ground""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O dive custos Auriacae domus, for 2 sopranos and continuo, Z.504",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O God the king of glory, for chorus and organ, Z.34 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O God, thou art my god, for 2 sopranos, alto, tenor, bass, double chorus and organ, Z.35 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O God, Thou hast cast us out, for 2 sopranos, 2 altos, tenor, bass, chorus and organ, Z.36 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O how happy's he, Z.403 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O let me weep, for voice and continuo",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O Lord, our Governor, anthem for 3 sopranos, 2 basses, chorus and organ, Z.39",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O Lord, rebuke me not, anthem for 2 sopranos, chorus and organ, Z.40",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O sing unto the Lord, anthem for soprano, alto, tenor, 2 basses, chorus, 2 violins, viola and organ, Z.44",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O Sing Unto the Lord, Z.44",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O Solitude, My Sweetest Choice, Z.406",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"O! Fair Cedaria, Hide Those Eyes, Z.402",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Oedipus, Z.583",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Of Old, When Heroes Thought it Base, Z.333, ""Yorkshire Feast Song""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Olinda in the Shades Unseen, Z.404",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"On the brow of Richmond Hill, Z.405",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Once, twice, thrice, I Julia tried, catch for 3 voices, Z.265",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Oroonoko, Z.584",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Out of the deep have I called, anthem for soprano, alto, bass, chorus and continuo Z.45",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Overture and Suite in G major, Z.770",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Overture in D minor, Z.771",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Overture in G minor, Z.772",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pausanius, the Betrayer of His Country, Z.585 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Pausanius, Z.585",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Pavan in A major, Z.748",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pavan in A minor, Z.749",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pavan in B flat major for 2 Violins, Z.750",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pavan in G minor for 3 Violins, Z.752",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pavan in G minor, Z.751",,,0,0,Chamber,Henry Purcell,Baroque,0,1
Pavane and Chaconne,,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Pious Celinda goes to prayers, song, Z.410",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Pox on You for a Fop, catch for 3 voices, Z.268",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Praise the Lord, O Jerusalem, for 2 sopranos, alto, tenor, bass, chorus, 2 violins, viola and organ, Z.46 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
Prelude in F for Solo Recorder,,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Prelude in G minor for Solo Violin, Z.773",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Prelude, for violin  solo in G minor, ZN 773",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Prophetess, or The History of Dioclesian, Z.627 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Raise, Raise the Voice, for soprano, bass, chorus, 2 violins and continuo, Z.334",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Rashly I swore I would disown, Z.411",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Regulus, or the Faction of Carthage, Z.586",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Rejoice in the Lord alway, Z.49, ""Bell Anthem""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Remember not, Lord, our offences, for chorus and organ, Z.50 ",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Rigadoon in C major, Z.653",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Round-O, Z.684",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Rule a Wife and Have a Wife, Z.587",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Saccharissa's grown old, for 2 voices and continuo, Z.507",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Saraband in A minor, Z.654",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"Sefauchi's Farewell in D minor, Z.656",,,0,0,Keyboard,Henry Purcell,Baroque,0,1
"She Loves and She Confesses Too, Z.413",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Since from my dear Astrea's sight, aria for soprano, Z. 627/App2",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Sir Anthony Love, or the Rambling Lady, Z.588",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Sir Barnaby Whigg, or No Wit Like a Woman's, Z.589",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Sir Walter Enjoying His Damsel, catch for 3 voices, Z.273",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Sleep, Adam, for soprano and continuo, Z.195",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Sleep, Adam, Sacred Song, for soprano and continuo, Z.195",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Soft Notes and Gently Raised, Z.510, ""A Serenading Song""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Sonata a4 no. 1 in B minor, Z.802",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 10 in D major, Z.811",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 2 in E flat major, Z.803",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 3 in A minor, Z.804",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 4 in D minor, Z.805",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 5 in G minor, Z.806",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 6 in G minor, Z.807",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 7 in C major, Z.808",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a4 no. 8 in G minor, Z.809",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata a5 in D major, Z.850",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sonata in C major, for trumpet, strings and organ",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sophonisba, or Hannibal's Overthrow, Z.590",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Sound the Trumpet, Beat the Drum, Z.335",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Spanish Friar, or the Double Discovery, Z.610",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Stript of Their Green Our Groves Appear, Z.444",,,0,0,Vocal,Henry Purcell,Baroque,0,1
Suite for Trumpet and Organ,,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Sweeter than roses, song, Z. 585/1",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Swifter, Isis, Swifter Flow, for soloists, chorus and instruments, Z.336",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Te Deum and Jubilate Deo, for soloists, chorus and instruments in D major, Z.232",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Tell Me, Some Pitying Angel, Z.196, ""The Blessed Virgin's Expostulation""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"The Canterbury Guests, or A Bargain Broken, Z.591",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Double Dealer, Z.592",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Earth Trembled, and Heav'n Closed, sacred song for bass  and continuo, Z.197",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"The English Lawyer, Z.594",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Fairy Queen, Z.629 ",,,0,1,Stage,Henry Purcell,Baroque,0,1
"The Fatal Hour Comes on Apace, Z.421",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"The Fatal Marriage, or the Innocent Adultery, Z.595",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Female Virtuosos, Z.596",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Gordian Knot Unty'd, Z.597",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The History of King Richard II, or, The Sicilian Usurper, Z.581",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Indian Emperor, or The Conquest of Mexico, Z.598",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Indian Queen, Z.630 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Knight of Malta, Z.599",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Libertine, or the Libertine Destroyed, Z.600",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Maid's Last Prayer, or Any Rather than Fail, Z.601",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Marriage-Hater Match'd, Z.602",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Married Beau, or the Curious Impertinent, Z.603",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Massacre of Paris, Z.604",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Miller's Daugter Riding, catch for 3 voices, Z.277",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"The Mock Marriage, Z.605",,,0,0,Stage,Henry Purcell,Baroque,0,1
The Noise of Foreign Wars ,,,0,0,Vocal,Henry Purcell,Baroque,0,1
"The Old Bachelor, Z.607",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Richmond Heiress, or, A Woman Once in the Right, Z.608",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Rival Sisters, or the Violence of Love, Z.609",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Staircase Overture, Z.614",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"The Tempest, Z.631 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Virtuous Wife, or Good Luck at Last, Z.611",,,0,0,Stage,Henry Purcell,Baroque,0,1
"The Wives' Excuse, or Cuckolds Make Themselves, Z.612",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Theater Suite, for chamber ensemble",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Theodosius, or the Force of Love, Z.606",,,0,0,Stage,Henry Purcell,Baroque,0,1
"Thou Wakeful Shepherd, for soprano and continuo, Z.198, ""Morning Hymn""",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Three Parts Upon a Ground, for chamber ensemble",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Thus to a ripe, consenting maid, song, Z.607/10",,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Timon of Athens, Z.632 ",,,0,0,Stage,Henry Purcell,Baroque,0,1
Tom the Taylor,,,0,0,Vocal,Henry Purcell,Baroque,0,1
"Trio Sonata in G minor, Z.780",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 1 in G minor, Z.790",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 10 in A major, Z.799",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 11 in F minor, Z.800",,,0,0,Chamber,Henry Purcell,Baroque,0,1
"Trio Sonata no. 2 in B flat major, Z.791",,,0,0,Chamber,Henry Purcell,Baroque,0,1
